Title,Original Title,Category,Rarity,Attunement,Consumable,Charges,Cursed,Description,Price
Зачарованное оружие (8),Enspelled Weapon (8),Оружие,Легендарный,Требуется,Нет,Да,Нет,"Оружие (любое простое или воинское)
Это оружие зачаровано заклинанием 8 уровня. Заклинание выбирается при создании оружия
и должно принадлежать одной из школ магии: вызов,
прорицание, воплощение, некромантия или преобразо-
вание. Оружие имеет 6 зарядов и восстанавливает 1к6
потраченных зарядов ежедневно на рассвете. Пока
вы носите это оружие, вы можете потратить 1 заряд,
чтобы наложить это заклинания из оружия.
Сл. спасброска 18, бонус к атаке +10.",200000 зм
Запасной глаз,Ersatz Eye,Чудесный предмет,Обычный,Не требуется,Нет,Нет,Нет,"Этот магический глаз заменяет утраченный или уда-
лённый настоящий глаз. Пока запасной глаз находится
в вашей глазнице, вы видите через него так же, как
будто это ваш натуральный глаз. Вы можете вставлять
или вынимать запасной глаз действием магия, и его
нельзя вынуть против вашей воли, пока вы живы.",100 зм
Вечнодымящаяся бутылка,Eversmoking Bottle,Чудесный предмет,Необычный,Не требуется,Нет,Нет,Нет,"Действием магия вы можете вынуть пробку.
Если бутылка открыта, то из неё начинает валить
густой дым, образуя облако 60-футовой эманации с
центром на бутылке. Пространство в облаке считается
сильно заслонённой местностью.
За каждую минуту, пока бутылка открыта, радиус
эманации увеличивается на 10 футов, пока не достиг-
нет максимального радиуса 120 футов.
Когда бутылку закроют, дым рассеется за 10 минут.
Сильный ветер (например, созданный заклинанием
Порыв ветра) рассеивает дым за 1 минуту.",400 зм
Топор Палача,Executioner’s Axe,Оружие,Очень редкий,Не требуется,Нет,Нет,Нет,"Оружие (боевой топор, большой топор, алебарда или
ручной топор)
Вы получаете бонус +1 к броскам атаки и урону,
совершённым с помощью этого магического оружия.
Любой гуманоид, которого вы поражаете этим ору-
жием, получает дополнительно 2к6 рубящего урона, а
вы получаете временные хиты, равные нанесённому
дополнительному урону.",40000 зм
Глаз и рука Векны,Eye and Hand of Vecna,Чудесный предмет,Артефакт,Требуется,Нет,Да,Нет,"Векна был могущественным волшебником, кото-
рый благодаря магии и завоеваниям создал ужасную
империю. Однако, несмотря на всю свою силу, Векна
боялся смерти и предпринял шаги, чтобы избежать
своей гибели, став личем.
Коварный лейтенант по имени Кас положил конец
правлению Векны в страшной битве. От Векны оста-
лись лишь одна рука и один глаз, жуткие артефакты, ко-
торые до сих пор стремятся воплощать его волю в мире.
Око Векны и Рука Векны являются отдельными
артефактами, которые можно найти вместе или по
отдельности. Глаз выглядит, как орган с кровоподтёка-
ми, вырванный из глазницы. Рука представляет собой
высохшую левую конечность.
Свойства глаза и руки. При настройке на глаз и руку
вы получаете следующие дополнительные эффекты:
Чувство опасности. Вы получаете преимущество
на броски инициативы.
• Сокращение некроза. Действием магия вы може-
те выбрать 1 видимое вами существо в пределах 5
футов от себя. Цель совершает спасбросок Телос-
ложения со Сл. 18, получая 7к6 некротического
урона при провале или половину этого урона при
успехе. Существо, чьи хиты уменьшены до 0 этим
уроном, превращается в зелёную слизь (см. главу
3), покрывающую землю в его пространстве; ка-
ждая клетка слизи размером 5 футов представляет
собой отдельный участок. Немагические объекты
из металла или органического материала, которые
существо носит или несёт, уничтожаются слизью.
• Иммунитет к яду. Вы получаете иммунитет к
урону ядом и состоянию отравленный.
• Регенерация. Если вы начинаете ваш ход, имея
хотя бы 1 хит, вы восстанавливаете 1к10 хитов.
• Желание. Вы можете наложить заклинание Жела-
ние. После использования этого умения его нельзя
применять повторно в течение 30 дней.
Уничтожение глаза и руки.
Если глаз Векны и рука Векны
прикреплены к одному суще-
ству, и это существо убито Ме-
чом Каса, то глаз и рука вспы-
хивают, превращаются в пепел
и уничтожаются. Любая другая
попытка уничтожить глаз или
руку кажется успешной, но
артефакт появляется вновь в
одном из множества скрытых
хранилищ Векны, ожидая свое-
го нового обнаружения.",Бесценный
Глаз Векны,Eye of Vecna,Чудесный предмет,Артефакт,Требуется,Нет,Да,Нет,"Глаз выглядит, как орган с кровоподтёка-
ми, вырванный из глазницы.
Случайные свойства:
• 1 малое положительное свойство
• 1 основное положительное свойство
• 1 малое отрицательное свойство
Настройка на глаз. Чтобы настроиться на глаз, вы
должны вставить его в пустую глазницу. Глаз приро-
стает к вашей голове и остаётся там до вашей смерти.
Если глаз будет удалён, то вы умрёте.
Свойства глаза. Пока вы настроены на глаз, ваше
мировоззрение становится нейтральным злым (НЗ) и
вы получаете следующие эффекты:
• Истинное зрение. Вы обладаете истинным зрени-
ем с досягаемостью до 240 футов.
• Заклинания. Глаз имеет 8 зарядов и восстанавли-
вает 1к4 + 4 потраченных зарядов ежедневно на
рассвете. Вы можете накладывать заклинания из
таблицы «Заклинания глаза Векны,» используя этот
глаз (Сл. спасброска 18). Таблица указывает, сколь-
ко зарядов необходимо потратить для накладыва-
ния заклинания. Каждый раз, когда вы наклады-
ваете заклинание из глаза, существует вероятность
5%, что Векна вырвет вашу душу из тела, поглотит
её, а затем возьмёт контроль над телом, словно над
марионеткой. Если это произойдёт, то вы станови-
тесь ПМ под контролем Мастера.
Заклинания глаза Векны
Заклинание Заряды
Подсматривание 2
Корона безумия 1
Распад 4
Подчинение чудовища 5
Разящее око 4
• Рентгеновское зрение. Вы можете совершить
действие магия, чтобы получить рентгеновское
зрение с досягаемостью 30 футов на 1 минуту. Для
вас твёрдые объекты в этом радиусе кажутся про-
зрачными и не препятствуют прохождению света.
Зрение может проникать через 1 фут камня, 1
дюйм обычного металла или до 3 футов дерева или
земли. Более толстые материалы блокируют зрение,
как и тонкий лист свинца.",Бесценный
Рука Векны,Hand of Vecna,Чудесный предмет,Артефакт,Требуется,Нет,Да,Нет,"Рука представляет собой
высохшую левую конечность.
Случайные свойства:
• 1 малое положительное свойство
• 1 основное положительное свойство
• 1 малое отрицательное свойство
Настройка на руку. Чтобы настроиться на руку,
вы должны прижать её к культе, где ранее была ваша
левая рука. Рука прикрепляется к вашей руке и стано-
вится функциональной конечностью. Если рука будет
удалена, то вы умираете.
Свойства руки. Когда вы настроены на руку, ваше
мировоззрение становится нейтральным злым (НЗ) и
вы получаете следующие эффекты:
• Колоссальная сила. Ваша Сила становится 20,
если только она уже не равна 20 или больше.
• Морозное прикосновение. Любая рукопашная
атака заклинанием с использованием этой руки
и любая рукопашная атака оружием в этой руке
при попадании наносит дополнительно 2к8 урона
холодом.
• Магия. Рука обладает 8 зарядами и восстанавли-
вает 1к4 + 4 использованных зарядов ежедневно
на рассвете. Вы можете накладывать заклинания
из таблицы «Заклинания руки Векны», используя
заряды руки (Сл. спасброска 18). Таблица указыва-
ет, сколько зарядов вы должны потратить, что-
бы наложить заклинание. Каждый раз, когда вы
используете заклинание руки, рука накладывает на
вас заклинание Внушение (Сл 18; концентрация не
требуется), требуя от вас совершения злого поступ-
ка. Рука может иметь конкретное требование или
оставить выбор за вами.
Заклинания руки Векны
Заклинание Заряды
Перст смерти 5
Усыпление 1
Замедление 2
Телепортация 3",Бесценный
Очки очарования,Eyes of Charming,Чудесный предмет,Необычный,Требуется,Нет,Да,Нет,"Эти кристаллические линзы размещаются напротив
глаз. У них есть 3 заряда. Если вы их носите, вы може-
те потратить 1 заряд или более зарядов, чтобы нало-
жить заклинание Очарование личности (Сл. спасбро-
ска 13). За 1 заряд вы накладываете заклинание 1
уровня. Вы можете увеличить уровень заклинания
на 1 за каждый дополнительный потраченный заряд.
Линзы восстанавливают ежедневно на рассвете все
потраченные заряды.",400 зм
Очки детального зрения,Eyes of Minute Seeing,Чудесный предмет,Необычный,Не требуется,Нет,Нет,Нет,"Эти кристаллические линзы размещаются напротив
глаз. Пока вы их носите, вы видите в пределах 1 фута
лучше, чем обычно, получаете тёмное зрение на это
расстояние и совершаете с преимуществом проверки
Интеллекта (Анализ) для изучение чего-либо в этом
радиусе.",400 зм
Очки орлиного зрения,Eyes of the Eagle,Чудесный предмет,Необычный,Не требуется,Нет,Нет,Нет,"Эти кристаллические линзы размещаются напротив
глаз. Пока вы их носите, вы совершаете с преимуще-
ством проверки Мудрости (Внимательность), полагаю-
щиеся на зрение. В условиях хорошей видимости вы
можете разглядеть подробности даже у экстремально
далёких существ и предметов, с размером не меньше 2
футов в поперечнике.",400 зм
Статуэтка чудесной силы (Бронзовый грифон),Figurine of Wondrous Power (Bronze Griffon),Чудесный предмет,Редкий,Не требуется,Нет,Нет,Нет,"Статуэтка чудесной силы — это статуэтка, достаточ-
но малая, чтобы поместиться в кармане. Действием
магия вы можете бросить статуэтку в точку на земле
в пределах 60 футов от вас, статуэтка превращается
в живое существо, указанное в описании статуэтки
ниже. Если место, где должно появиться существо,
занято другими существами или объектами, или если
там недостаточно пространства, то статуэтка не пре-
вращается в существо.
Существо является дружественным к вам и вашим
союзникам. Оно понимает ваши языки, выполняет
ваши команды и действует сразу после вас в порядке
инициативы. Если вы не отдаёте команд, то существо
защищает себя, но не предпринимает других действий.
Существо существует в течение времени, указанного
для каждой статуэтки. В конце этого времени существо
возвращается в форму статуэтки. Оно также возвра-
щается в форму статуэтки раньше, если его форма те-
ряет все хиты или если вы совершаете действие магия,
касаясь существа, чтобы вернуть его в форму статуэ-
тки. Когда существо снова становится статуэткой, её
свойство нельзя использовать до истечения определён-
ного времени, указанного в описании статуэтки.
Эта бронзовая статуэтка изображает грифона в бое-
вой позе. Она может превращаться в грифона на срок
до 6 часов. После использования статуэтка не может
быть активирована снова в течение 5 дней.",4000 зм
Статуэтка чудесной силы (Эбеновая муха),Figurine of Wondrous Power (Ebony Fly),Чудесный предмет,Редкий,Не требуется,Нет,Нет,Нет,"Статуэтка чудесной силы — это статуэтка, достаточ-
но малая, чтобы поместиться в кармане. Действием
магия вы можете бросить статуэтку в точку на земле
в пределах 60 футов от вас, статуэтка превращается
в живое существо, указанное в описании статуэтки
ниже. Если место, где должно появиться существо,
занято другими существами или объектами, или если
там недостаточно пространства, то статуэтка не пре-
вращается в существо.
Существо является дружественным к вам и вашим
союзникам. Оно понимает ваши языки, выполняет
ваши команды и действует сразу после вас в порядке
инициативы. Если вы не отдаёте команд, то существо
защищает себя, но не предпринимает других действий.
Существо существует в течение времени, указанного
для каждой статуэтки. В конце этого времени существо
возвращается в форму статуэтки. Оно также возвра-
щается в форму статуэтки раньше, если его форма те-
ряет все хиты или если вы совершаете действие магия,
касаясь существа, чтобы вернуть его в форму статуэ-
тки. Когда существо снова становится статуэткой, её
свойство нельзя использовать до истечения определён-
ного времени, указанного в описании статуэтки.
Эта эбеновая статуэтка, вырезанная в виде слепня,
может превращаться в гигантскую муху (см. прилага-
емый статблок) на срок до 12 часов и может исполь-
зоваться как верховое животное. После использова-
ния статуэтка не может быть активирована снова в
течение 2 дней.",4000 зм
Статуэтка чудесной силы (Золотые львы),Figurine of Wondrous Power (Golden Lions),Чудесный предмет,Редкий,Не требуется,Нет,Нет,Нет,"Статуэтка чудесной силы — это статуэтка, достаточ-
но малая, чтобы поместиться в кармане. Действием
магия вы можете бросить статуэтку в точку на земле
в пределах 60 футов от вас, статуэтка превращается
в живое существо, указанное в описании статуэтки
ниже. Если место, где должно появиться существо,
занято другими существами или объектами, или если
там недостаточно пространства, то статуэтка не пре-
вращается в существо.
Существо является дружественным к вам и вашим
союзникам. Оно понимает ваши языки, выполняет
ваши команды и действует сразу после вас в порядке
инициативы. Если вы не отдаёте команд, то существо
защищает себя, но не предпринимает других действий.
Существо существует в течение времени, указанного
для каждой статуэтки. В конце этого времени существо
возвращается в форму статуэтки. Оно также возвра-
щается в форму статуэтки раньше, если его форма те-
ряет все хиты или если вы совершаете действие магия,
касаясь существа, чтобы вернуть его в форму статуэ-
тки. Когда существо снова становится статуэткой, её
свойство нельзя использовать до истечения определён-
ного времени, указанного в описании статуэтки.
Эти золотые статуэтки львов всегда создаются па-
рами. Вы можете использовать одну фигурку или обе
одновременно. Каждая может превращаться в льва на
срок до 1 часа. После использования одной статуэтки
она не может быть активирована снова в течение 7
дней.",4000 зм
Статуэтка чудесной силы (Костяные козлы),Figurine of Wondrous Power (Ivory Goats),Чудесный предмет,Редкий,Не требуется,Нет,Нет,Нет,"Статуэтка чудесной силы — это статуэтка, достаточ-
но малая, чтобы поместиться в кармане. Действием
магия вы можете бросить статуэтку в точку на земле
в пределах 60 футов от вас, статуэтка превращается
в живое существо, указанное в описании статуэтки
ниже. Если место, где должно появиться существо,
занято другими существами или объектами, или если
там недостаточно пространства, то статуэтка не пре-
вращается в существо.
Существо является дружественным к вам и вашим
союзникам. Оно понимает ваши языки, выполняет
ваши команды и действует сразу после вас в порядке
инициативы. Если вы не отдаёте команд, то существо
защищает себя, но не предпринимает других действий.
Существо существует в течение времени, указанного
для каждой статуэтки. В конце этого времени существо
возвращается в форму статуэтки. Оно также возвра-
щается в форму статуэтки раньше, если его форма те-
ряет все хиты или если вы совершаете действие магия,
касаясь существа, чтобы вернуть его в форму статуэ-
тки. Когда существо снова становится статуэткой, её
свойство нельзя использовать до истечения определён-
ного времени, указанного в описании статуэтки.
Эти фигурки козлов из кости всегда создаются в набо-
рах из 3 штук. Каждый козёл уникален и обладает раз-
личными свойствами. Их характеристики следующие:
Козёл ужаса. Эта фигурка может превратиться
в гигантского козла на срок до 3 часов. Козёл не
может атаковать, но вы можете (без вреда для козла)
снять его рога и использовать их как оружие. Один
рог становится копьём +1, а другой — длинным мечом
+2. Снятие рога требует совершения действия магия.
Оружие исчезает и рога возвращаются, когда козёл
снова становится статуэткой. Пока вы находитесь
верхом на козле, любое враждебное существо, начина-
ющее ход в пределах 30-футовой эманации от козла,
должно преуспеть в спасброске Мудрости со Сл. 15
или получить состояние испуганный на 1 минуту, пока
вы не спешитесь или пока козёл не вернётся в форму
статуэтки. Испуганное существо повторяет спасбросок
в конце каждого своего хода, заканчивая эффект при
успехе. Если существо преуспеет в спасброске, то оно
становится невосприимчивым к этому эффекту на
следующие 24 часа. После использования этой фигур-
Гигантская муха [Giant Fly]
Большой зверь, без мировоззрения
КД 11 Инициатива: +1 (11)
Хиты 19 (3к10 + 3)
Скорость 30 фт., летая 60 фт.
Мод Спас Мод Спас Мод Спас
Сил 14 +2 +2 Лов 13 +1 +1 Вын 13 +1 +1
Инт 2 -4 -4 Мдр 10 +0 +0 Хар 3 -4 -4
Чувства тёмное зрение 60 фт., ПВ 10
Языки —
ПО — (Опыт 0; БМ +2)
167
ки её нельзя использовать снова в течение 15 дней.
Козёл путешествий. Эта статуэтка может превра-
титься в крупного козла с такими же характеристи-
ками, как у ездовой лошади. У неё есть 24 заряда, и
каждый час (или часть часа), проведённый в форме
козла, расходуется 1 заряд. Пока у статуэтки есть за-
ряды, вы можете использовать её столько раз, сколько
захотите. Когда заряды заканчиваются, козёл возвра-
щается в форму статуэтки и статуэтку нельзя исполь-
зовать снова в течение 7 дней, после чего все потра-
ченные заряды восстанавливаются.
Козёл перевозки. Эта статуэтка может превратить-
ся в гигантского козла на срок до 3 часов. После её
использования её нельзя использовать снова в течение
30 дней.",4000 зм
Статуэтка чудесной силы (Мраморный слон),Figurine of Wondrous Power (Marble Elephant),Чудесный предмет,Редкий,Не требуется,Нет,Нет,Нет,"Статуэтка чудесной силы — это статуэтка, достаточ-
но малая, чтобы поместиться в кармане. Действием
магия вы можете бросить статуэтку в точку на земле
в пределах 60 футов от вас, статуэтка превращается
в живое существо, указанное в описании статуэтки
ниже. Если место, где должно появиться существо,
занято другими существами или объектами, или если
там недостаточно пространства, то статуэтка не пре-
вращается в существо.
Существо является дружественным к вам и вашим
союзникам. Оно понимает ваши языки, выполняет
ваши команды и действует сразу после вас в порядке
инициативы. Если вы не отдаёте команд, то существо
защищает себя, но не предпринимает других действий.
Существо существует в течение времени, указанного
для каждой статуэтки. В конце этого времени существо
возвращается в форму статуэтки. Оно также возвра-
щается в форму статуэтки раньше, если его форма те-
ряет все хиты или если вы совершаете действие магия,
касаясь существа, чтобы вернуть его в форму статуэ-
тки. Когда существо снова становится статуэткой, её
свойство нельзя использовать до истечения определён-
ного времени, указанного в описании статуэтки.
Эта мраморная статуэтка изображает трубящего
слона. Она может превращаться в слона на срок до
24 часов. После применения её нельзя использовать
повторно в течение 7 дней.",4000 зм
Статуэтка чудесной силы (Обсидиановый скакун),Figurine of Wondrous Power (Obsidian Steed),Чудесный предмет,Очень редкий,Не требуется,Нет,Нет,Нет,"Статуэтка чудесной силы — это статуэтка, достаточ-
но малая, чтобы поместиться в кармане. Действием
магия вы можете бросить статуэтку в точку на земле
в пределах 60 футов от вас, статуэтка превращается
в живое существо, указанное в описании статуэтки
ниже. Если место, где должно появиться существо,
занято другими существами или объектами, или если
там недостаточно пространства, то статуэтка не пре-
вращается в существо.
Существо является дружественным к вам и вашим
союзникам. Оно понимает ваши языки, выполняет
ваши команды и действует сразу после вас в порядке
инициативы. Если вы не отдаёте команд, то существо
защищает себя, но не предпринимает других действий.
Существо существует в течение времени, указанного
для каждой статуэтки. В конце этого времени существо
возвращается в форму статуэтки. Оно также возвра-
щается в форму статуэтки раньше, если его форма те-
ряет все хиты или если вы совершаете действие магия,
касаясь существа, чтобы вернуть его в форму статуэ-
тки. Когда существо снова становится статуэткой, её
свойство нельзя использовать до истечения определён-
ного времени, указанного в описании статуэтки.
Эта полированная обсидиановая статуэтка в виде
лошади может превращаться в кошмара на срок до
24 часов. Кошмар сражается только для защиты себя.
После применения её нельзя использовать повторно в
течение 5 дней.
Статуэтка имеет шанс 10% при каждом использо-
вании игнорировать ваши приказы, включая коман-
ду вернуться в форму статуэтки. Если вы оседлаете
кошмара, пока он игнорирует ваши приказы, вы и
кошмар мгновенно перемещаетесь в случайное место
на плане Гадеса, где кошмар возвращается в форму
статуэтки.",40000 зм
Статуэтка чудесной силы (Ониксовая собака),Figurine of Wondrous Power (Onyx Dog),Чудесный предмет,Редкий,Не требуется,Нет,Нет,Нет,"Статуэтка чудесной силы — это статуэтка, достаточ-
но малая, чтобы поместиться в кармане. Действием
магия вы можете бросить статуэтку в точку на земле
в пределах 60 футов от вас, статуэтка превращается
в живое существо, указанное в описании статуэтки
ниже. Если место, где должно появиться существо,
занято другими существами или объектами, или если
там недостаточно пространства, то статуэтка не пре-
вращается в существо.
Существо является дружественным к вам и вашим
союзникам. Оно понимает ваши языки, выполняет
ваши команды и действует сразу после вас в порядке
инициативы. Если вы не отдаёте команд, то существо
защищает себя, но не предпринимает других действий.
Существо существует в течение времени, указанного
для каждой статуэтки. В конце этого времени существо
возвращается в форму статуэтки. Оно также возвра-
щается в форму статуэтки раньше, если его форма те-
ряет все хиты или если вы совершаете действие магия,
касаясь существа, чтобы вернуть его в форму статуэ-
тки. Когда существо снова становится статуэткой, её
свойство нельзя использовать до истечения определён-
ного времени, указанного в описании статуэтки.
Эта ониксовая статуэтка в виде собаки может
превращаться в мастифа на срок до 6 часов. Мастиф
обладает Интеллектом 8 и может говорить на общем.
Он также обладает слепым зрением с досягаемостью
60 футов. После использования её нельзя использовать
повторно в течение 7 дней.",4000 зм
Статуэтка чудесной силы (Серпентиновая сова),Figurine of Wondrous Power (Serpentine Owl),Чудесный предмет,Редкий,Не требуется,Нет,Нет,Нет,"Статуэтка чудесной силы — это статуэтка, достаточ-
но малая, чтобы поместиться в кармане. Действием
магия вы можете бросить статуэтку в точку на земле
в пределах 60 футов от вас, статуэтка превращается
в живое существо, указанное в описании статуэтки
ниже. Если место, где должно появиться существо,
занято другими существами или объектами, или если
там недостаточно пространства, то статуэтка не пре-
вращается в существо.
Существо является дружественным к вам и вашим
союзникам. Оно понимает ваши языки, выполняет
ваши команды и действует сразу после вас в порядке
инициативы. Если вы не отдаёте команд, то существо
защищает себя, но не предпринимает других действий.
Существо существует в течение времени, указанного
для каждой статуэтки. В конце этого времени существо
возвращается в форму статуэтки. Оно также возвра-
щается в форму статуэтки раньше, если его форма те-
ряет все хиты или если вы совершаете действие магия,
касаясь существа, чтобы вернуть его в форму статуэ-
тки. Когда существо снова становится статуэткой, её
свойство нельзя использовать до истечения определён-
ного времени, указанного в описании статуэтки.
Эта серпентиновая статуэтка в форме совы может
превратиться в гигантскую сову на срок до 8 часов.
Гигантская сова может общаться с вами телепатиче-
ски на любой дистанции, если вы оба находитесь на
одном плане. После использования статуэтка не может
быть использована повторно в течение 2 дней.",4000 зм
Статуэтка чудесной силы (Серебряный ворон),Figurine of Wondrous Power (Silver Raven),Чудесный предмет,Необычный,Не требуется,Нет,Нет,Нет,"Статуэтка чудесной силы — это статуэтка, достаточ-
но малая, чтобы поместиться в кармане. Действием
магия вы можете бросить статуэтку в точку на земле
в пределах 60 футов от вас, статуэтка превращается
в живое существо, указанное в описании статуэтки
ниже. Если место, где должно появиться существо,
занято другими существами или объектами, или если
там недостаточно пространства, то статуэтка не пре-
вращается в существо.
Существо является дружественным к вам и вашим
союзникам. Оно понимает ваши языки, выполняет
ваши команды и действует сразу после вас в порядке
инициативы. Если вы не отдаёте команд, то существо
защищает себя, но не предпринимает других действий.
Существо существует в течение времени, указанного
для каждой статуэтки. В конце этого времени существо
возвращается в форму статуэтки. Оно также возвра-
щается в форму статуэтки раньше, если его форма те-
ряет все хиты или если вы совершаете действие магия,
касаясь существа, чтобы вернуть его в форму статуэ-
тки. Когда существо снова становится статуэткой, её
свойство нельзя использовать до истечения определён-
ного времени, указанного в описании статуэтки.
Эта серебряная статуэтка ворона может превра-
титься в ворона на срок до 12 часов. После приме-
нения она не может быть использована повторно в
течение 2 дней. В форме ворона статуэтка даёт вам
возможность наложить на неё заклинание Почтовое
животное.",400 зм
Язык пламени,Flame Tongue,Оружие,Редкий,Требуется,Нет,Нет,Нет,"Оружие (любое рукопашное)
Держа это магическое оружие вы можете бонусным
действием произнести командное слово, чтобы пламя
охватило наносящую урон часть оружия. Это пламя
излучает яркий свет в радиусе 40 футов и тусклый
свет в радиусе 40 футов дополнительно. Пока оружие
пылает, оно причиняет дополнительно 2к6 урона огнём
целям, по которым попадает. Пламя остаётся, пока вы
не произнесёте ещё раз командное слово бонусным
действием или пока не уберёте оружие в ножны.",4000 зм
